age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
54,technician,single,secondary,no,99,yes,no,unknown,7,may,283,3,-1,0,unknown,no
41,admin.,married,secondary,no,2498,no,no,cellular,12,aug,411,1,-1,0,unknown,yes
48,services,married,secondary,no,801,no,no,cellular,8,aug,80,1,-1,0,unknown,no
46,management,married,tertiary,no,2732,yes,no,telephone,11,feb,184,2,-1,0,unknown,no
44,services,married,secondary,no,5780,yes,no,cellular,1,apr,525,2,-1,0,unknown,no
35,management,married,tertiary,no,867,yes,no,cellular,20,nov,298,2,171,3,success,no
37,technician,single,secondary,no,123,no,yes,cellular,5,feb,136,1,-1,0,unknown,no
38,management,single,tertiary,no,1272,no,no,cellular,27,aug,101,6,-1,0,unknown,no
32,management,married,tertiary,no,422,yes,no,cellular,3,feb,182,5,-1,0,unknown,no
35,unemployed,single,tertiary,no,4959,no,no,cellular,29,jan,91,2,-1,0,unknown,no
36,admin.,married,secondary,no,1479,no,no,cellular,15,may,65,2,-1,0,unknown,no
36,technician,married,primary,no,3350,yes,no,cellular,16,apr,86,1,269,3,other,no
31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,1,-1,0,unknown,yes
72,retired,married,primary,no,9160,no,no,cellular,5,feb,229,1,-1,0,unknown,no
46,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,120,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,731,yes,no,cellular,20,apr,179,2,-1,0,unknown,no
31,technician,single,tertiary,no,110,no,no,cellular,21,aug,238,4,-1,0,unknown,no
29,management,married,tertiary,yes,53,yes,no,cellular,31,jul,27,17,-1,0,unknown,no
32,management,single,tertiary,no,586,yes,no,cellular,19,nov,158,4,-1,0,unknown,no
33,services,married,secondary,no,-384,yes,no,unknown,28,may,513,2,-1,0,unknown,no
31,management,married,tertiary,no,1230,yes,no,unknown,27,may,290,4,-1,0,unknown,no
52,management,married,secondary,no,3369,no,no,cellular,7,jul,196,2,-1,0,unknown,no
32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no
54,self-employed,divorced,secondary,no,1016,yes,no,cellular,21,nov,643,3,-1,0,unknown,no
37,management,married,tertiary,no,825,yes,no,cellular,11,aug,214,5,-1,0,unknown,no
56,management,single,unknown,no,111,no,no,cellular,19,oct,79,1,186,1,failure,no
50,services,single,primary,no,148,yes,no,unknown,7,may,198,2,-1,0,unknown,no
47,management,divorced,tertiary,no,800,no,no,cellular,12,aug,483,5,-1,0,unknown,no
30,technician,married,secondary,no,24,yes,no,cellular,18,jul,112,3,-1,0,unknown,no
25,services,single,secondary,no,216,yes,no,cellular,14,may,175,3,-1,0,unknown,no
47,management,divorced,secondary,no,3346,yes,yes,unknown,13,may,284,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,139,yes,no,unknown,23,may,166,1,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,10,yes,no,cellular,8,may,196,2,172,2,other,no
47,blue-collar,single,secondary,no,15,yes,no,unknown,19,may,62,2,-1,0,unknown,no
73,retired,married,unknown,no,739,no,no,cellular,11,sep,210,1,-1,0,unknown,yes
56,blue-collar,divorced,primary,no,-9,yes,yes,cellular,8,may,728,1,-1,0,unknown,yes
32,blue-collar,married,primary,no,-105,yes,yes,telephone,31,jul,454,19,-1,0,unknown,no
29,admin.,single,secondary,no,3794,no,no,cellular,30,apr,249,1,-1,0,unknown,no
52,management,divorced,secondary,no,944,no,yes,unknown,9,jun,119,1,-1,0,unknown,no
39,blue-collar,single,secondary,no,94,no,yes,cellular,23,jul,87,3,-1,0,unknown,no
37,management,married,tertiary,no,50,no,yes,cellular,17,jul,105,1,-1,0,unknown,no
37,management,single,tertiary,no,427,yes,no,unknown,20,may,121,1,-1,0,unknown,no
29,blue-collar,divorced,secondary,no,302,yes,no,cellular,5,feb,116,1,192,8,other,no
43,technician,married,secondary,no,994,yes,yes,cellular,5,may,51,1,-1,0,unknown,no
43,housemaid,married,secondary,no,150,no,no,telephone,28,jul,290,7,-1,0,unknown,no
47,technician,married,tertiary,no,150,yes,no,cellular,21,jul,212,7,-1,0,unknown,no
74,retired,married,secondary,no,935,no,no,cellular,5,may,226,1,99,2,failure,yes
59,unemployed,married,primary,no,46,no,no,telephone,29,jul,44,2,-1,0,unknown,no
44,technician,married,secondary,no,-97,yes,no,unknown,7,may,408,3,-1,0,unknown,no
79,retired,married,primary,no,1058,no,no,telephone,17,may,564,5,-1,0,unknown,no
34,management,married,primary,no,2200,no,no,cellular,20,nov,168,1,-1,0,unknown,no
44,services,divorced,secondary,no,210,no,yes,unknown,12,may,111,2,-1,0,unknown,no
49,services,divorced,secondary,no,0,no,no,cellular,28,jul,412,2,-1,0,unknown,yes
36,blue-collar,married,secondary,no,414,no,no,cellular,3,feb,136,3,-1,0,unknown,no
61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,unknown,yes
32,blue-collar,single,secondary,no,33,yes,no,cellular,18,may,125,1,368,4,failure,no
35,services,single,secondary,no,417,yes,no,cellular,14,jul,201,3,-1,0,unknown,no
28,blue-collar,single,secondary,no,1735,yes,no,cellular,20,apr,89,1,-1,0,unknown,no
42,services,married,secondary,no,174,yes,no,cellular,11,may,67,1,-1,0,unknown,no
27,technician,married,tertiary,no,176,yes,no,cellular,18,may,10,2,350,7,other,no
55,admin.,divorced,unknown,no,789,yes,no,unknown,13,may,434,2,-1,0,unknown,no
40,admin.,single,tertiary,no,27,no,no,cellular,20,aug,467,2,-1,0,unknown,yes
60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0,unknown,no
42,housemaid,married,tertiary,no,-560,yes,yes,cellular,9,jul,630,4,-1,0,unknown,no
49,services,married,primary,no,468,no,no,cellular,5,aug,608,2,-1,0,unknown,no
27,blue-collar,married,secondary,no,245,yes,no,cellular,5,feb,7,7,255,11,failure,no
49,blue-collar,married,primary,no,3049,no,no,unknown,12,jun,124,2,-1,0,unknown,no
45,services,married,unknown,no,318,no,no,cellular,16,jul,63,2,-1,0,unknown,no
31,services,married,secondary,no,-214,yes,no,unknown,27,may,198,1,-1,0,unknown,no
45,management,married,tertiary,no,-114,yes,no,cellular,20,apr,257,1,-1,0,unknown,no
58,self-employed,married,primary,no,728,no,no,unknown,20,jun,112,4,-1,0,unknown,no
45,admin.,married,primary,no,-407,yes,yes,cellular,29,jan,503,2,224,18,other,no
81,retired,divorced,primary,no,519,no,no,telephone,9,sep,488,1,-1,0,unknown,no
32,services,married,secondary,no,59,yes,yes,unknown,9,may,202,2,-1,0,unknown,no
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no
36,technician,married,tertiary,no,202,no,no,cellular,1,oct,237,1,122,2,failure,no
34,management,single,tertiary,no,2015,no,no,unknown,21,may,388,1,-1,0,unknown,no
74,retired,divorced,tertiary,no,3810,yes,no,cellular,17,may,492,1,-1,0,unknown,no
40,blue-collar,married,primary,no,1802,yes,no,cellular,17,apr,326,1,319,1,failure,no
37,management,married,tertiary,no,5065,no,no,cellular,27,aug,23,19,-1,0,unknown,no
37,blue-collar,single,secondary,no,1184,yes,no,cellular,20,nov,149,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,931,yes,no,unknown,30,may,65,7,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,24,nov,187,2,-1,0,unknown,no
49,admin.,married,secondary,no,2116,no,no,cellular,8,aug,109,3,-1,0,unknown,no
60,housemaid,married,secondary,no,681,no,yes,cellular,9,jul,337,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,2978,yes,no,cellular,29,jan,44,1,-1,0,unknown,no
32,entrepreneur,divorced,secondary,no,252,no,yes,cellular,8,jul,145,2,-1,0,unknown,no
30,technician,single,tertiary,no,1081,no,no,cellular,6,aug,377,2,-1,0,unknown,no
44,admin.,married,secondary,yes,-1249,yes,yes,unknown,19,may,83,4,-1,0,unknown,no
36,entrepreneur,divorced,secondary,no,2996,yes,no,cellular,14,may,104,1,-1,0,unknown,no
56,admin.,married,secondary,no,346,yes,yes,unknown,30,may,46,3,-1,0,unknown,no
44,services,married,secondary,no,237,yes,no,cellular,28,jan,212,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,2542,yes,no,cellular,14,may,228,1,-1,0,unknown,no
46,technician,married,secondary,no,0,no,no,cellular,30,jul,77,2,-1,0,unknown,no
29,admin.,married,secondary,no,0,yes,no,unknown,9,may,121,1,-1,0,unknown,no
53,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,may,101,3,-1,0,unknown,no
55,management,divorced,tertiary,no,5253,yes,yes,cellular,20,apr,378,1,287,19,failure,no
35,blue-collar,married,secondary,no,270,yes,yes,cellular,6,apr,332,2,335,1,failure,no
41,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,599,1,-1,0,unknown,yes
25,student,single,unknown,no,277,no,no,cellular,27,may,311,2,-1,0,unknown,yes
41,technician,divorced,secondary,no,536,yes,no,unknown,15,may,76,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,1089,yes,no,cellular,13,may,394,3,-1,0,unknown,yes
36,blue-collar,married,secondary,no,-231,no,yes,cellular,15,jul,779,2,-1,0,unknown,no
51,services,married,unknown,no,193,yes,no,unknown,13,may,202,3,-1,0,unknown,no
50,unemployed,married,tertiary,no,377,no,no,cellular,6,apr,283,1,319,3,failure,no
33,blue-collar,married,secondary,no,467,yes,no,unknown,21,may,494,2,-1,0,unknown,no
29,blue-collar,married,primary,no,0,yes,no,telephone,7,jul,256,15,-1,0,unknown,no
34,entrepreneur,married,primary,no,0,yes,no,cellular,11,may,547,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,406,yes,yes,cellular,7,aug,253,2,-1,0,unknown,no
34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,unknown,no
28,management,single,tertiary,no,7544,yes,no,unknown,26,may,470,1,-1,0,unknown,no
37,admin.,single,secondary,no,328,no,no,cellular,29,jan,79,1,-1,0,unknown,no
41,technician,married,secondary,no,1297,no,no,unknown,6,jun,82,1,-1,0,unknown,no
31,services,married,secondary,no,0,yes,yes,cellular,21,jul,270,4,-1,0,unknown,no
23,blue-collar,married,primary,no,-213,no,no,unknown,13,may,165,2,-1,0,unknown,no
38,technician,single,secondary,no,1932,yes,no,cellular,11,jul,159,1,-1,0,unknown,no
52,admin.,married,secondary,no,5517,yes,yes,cellular,29,jul,163,2,-1,0,unknown,no
33,technician,married,tertiary,no,0,no,no,cellular,30,apr,227,2,-1,0,unknown,yes
53,management,married,secondary,no,90,yes,no,telephone,20,apr,67,5,-1,0,unknown,no
39,blue-collar,married,primary,no,1966,yes,no,unknown,21,may,181,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,309,3,355,4,failure,no
72,retired,married,secondary,no,2850,no,no,cellular,16,oct,131,2,241,1,success,no
32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,87,4,357,4,failure,no
55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,may,854,2,360,1,failure,yes
87,retired,divorced,primary,no,6746,no,no,telephone,21,oct,749,1,-1,0,unknown,yes
52,unemployed,married,secondary,no,5091,no,no,cellular,26,may,309,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,301,1,-1,0,unknown,no
34,housemaid,married,primary,no,4,no,no,cellular,20,aug,55,4,-1,0,unknown,no
59,retired,divorced,tertiary,no,439,no,yes,cellular,8,jul,136,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,1165,no,no,unknown,12,jun,69,3,-1,0,unknown,no
56,retired,married,tertiary,no,478,no,no,cellular,5,feb,97,1,-1,0,unknown,no
58,management,married,primary,no,320,yes,no,unknown,30,may,171,2,-1,0,unknown,no
48,management,divorced,unknown,no,549,yes,no,unknown,6,may,427,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,11,no,no,unknown,29,may,199,2,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,16,may,32,3,-1,0,unknown,no
51,blue-collar,married,primary,no,21614,no,no,cellular,29,aug,47,20,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,unknown,3,jun,247,13,-1,0,unknown,no
33,management,single,secondary,no,20600,no,no,cellular,20,nov,125,1,-1,0,unknown,no
38,entrepreneur,married,secondary,no,351,yes,no,cellular,4,feb,112,1,244,3,failure,no
47,admin.,married,secondary,no,996,no,no,telephone,29,aug,247,2,-1,0,unknown,no
56,management,married,tertiary,no,12356,yes,no,cellular,26,may,410,1,551,5,other,yes
20,student,single,secondary,no,88,no,no,telephone,21,oct,621,1,181,4,other,no
31,management,single,tertiary,no,0,no,no,cellular,21,aug,243,2,-1,0,unknown,no
59,blue-collar,divorced,primary,no,153,no,no,cellular,5,aug,268,2,-1,0,unknown,no
43,entrepreneur,single,tertiary,no,744,no,yes,cellular,29,jul,619,4,-1,0,unknown,no
27,services,married,secondary,no,8,yes,no,unknown,6,may,88,3,-1,0,unknown,no
30,self-employed,single,secondary,no,-617,no,yes,cellular,19,nov,925,1,-1,0,unknown,yes
43,management,single,tertiary,no,3872,yes,no,cellular,9,jul,225,2,-1,0,unknown,no
32,admin.,married,secondary,no,0,yes,no,cellular,16,jul,524,4,-1,0,unknown,no
50,blue-collar,married,primary,no,238,no,no,cellular,20,aug,584,2,-1,0,unknown,no
27,admin.,single,secondary,no,450,yes,no,cellular,7,jul,107,3,-1,0,unknown,no
29,services,divorced,secondary,no,31,yes,no,unknown,5,may,194,1,-1,0,unknown,no
37,services,divorced,primary,no,0,yes,no,unknown,18,jun,77,2,-1,0,unknown,no
53,management,married,primary,no,351,yes,no,unknown,27,may,0,4,-1,0,unknown,no
48,admin.,married,primary,no,3,yes,no,unknown,27,may,148,4,-1,0,unknown,no
22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,115,3,93,1,other,yes
29,admin.,single,secondary,no,196,no,no,telephone,2,feb,268,1,-1,0,unknown,no
39,unknown,single,unknown,no,2822,no,no,cellular,21,nov,573,3,-1,0,unknown,no
71,technician,married,tertiary,no,383,no,no,cellular,27,oct,327,2,183,3,success,no
38,unemployed,divorced,secondary,no,0,yes,no,unknown,30,may,281,4,-1,0,unknown,no
28,services,single,secondary,no,281,yes,no,unknown,28,may,201,1,-1,0,unknown,no
33,technician,single,tertiary,no,849,yes,no,cellular,15,may,128,2,291,5,failure,no
25,student,single,secondary,no,1116,yes,no,cellular,1,jun,119,1,20,5,failure,no
35,management,single,tertiary,no,0,no,no,cellular,21,aug,183,8,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,267,yes,no,unknown,30,may,56,1,-1,0,unknown,no
37,technician,married,secondary,no,316,yes,no,unknown,8,may,238,1,-1,0,unknown,no
36,technician,married,secondary,no,-393,no,no,telephone,14,aug,119,4,-1,0,unknown,no
30,management,single,secondary,no,222,yes,no,cellular,13,may,254,3,-1,0,unknown,no
30,management,married,tertiary,no,1185,yes,no,cellular,21,jul,881,4,-1,0,unknown,no
30,management,single,tertiary,no,2995,yes,no,cellular,18,nov,329,1,-1,0,unknown,no
34,technician,single,secondary,no,2729,yes,no,cellular,6,apr,945,1,139,1,success,no
48,management,married,tertiary,no,1167,yes,yes,cellular,26,jan,122,4,50,4,other,no
50,blue-collar,divorced,secondary,no,204,yes,yes,unknown,14,may,421,1,-1,0,unknown,no
25,admin.,single,secondary,no,787,yes,no,unknown,9,may,164,1,-1,0,unknown,no
32,management,single,secondary,no,416,yes,no,cellular,13,may,290,1,176,2,failure,no
36,technician,married,primary,no,4585,yes,no,unknown,29,may,311,3,-1,0,unknown,no
35,unemployed,single,secondary,no,0,no,no,cellular,31,jul,299,3,-1,0,unknown,no
47,services,married,secondary,no,1629,yes,no,cellular,7,may,25,1,-1,0,unknown,no
35,management,single,tertiary,no,694,yes,no,cellular,6,apr,129,1,-1,0,unknown,no
33,technician,single,secondary,no,3499,yes,no,cellular,11,may,143,3,356,1,other,no
37,unemployed,single,secondary,no,443,no,no,cellular,29,jan,1600,1,-1,0,unknown,yes
31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,-1,0,unknown,no
41,services,married,secondary,no,3992,yes,no,telephone,20,nov,281,2,-1,0,unknown,no
30,management,married,tertiary,no,6432,yes,no,cellular,5,may,334,6,165,5,failure,no
38,self-employed,married,secondary,no,-165,yes,no,unknown,21,may,230,2,-1,0,unknown,no
46,management,married,tertiary,yes,-1001,yes,no,cellular,21,nov,45,3,-1,0,unknown,no
26,admin.,single,secondary,no,125,no,no,cellular,6,oct,63,1,63,7,failure,no
26,services,married,secondary,no,199,no,no,cellular,24,jul,139,6,-1,0,unknown,no
46,technician,married,secondary,no,0,no,no,unknown,20,jun,625,1,-1,0,unknown,no
64,retired,married,secondary,no,4083,no,no,cellular,18,aug,117,1,-1,0,unknown,no
30,technician,married,tertiary,no,14355,no,no,cellular,7,aug,244,2,-1,0,unknown,no
40,management,married,tertiary,no,3812,no,no,cellular,6,aug,58,4,-1,0,unknown,no
57,entrepreneur,married,secondary,no,1179,no,no,cellular,19,aug,189,2,-1,0,unknown,no
55,retired,married,primary,no,1821,no,no,cellular,8,aug,224,2,-1,0,unknown,no
29,technician,single,tertiary,no,406,yes,no,cellular,17,jul,119,1,-1,0,unknown,no
44,management,single,tertiary,yes,12,yes,no,cellular,19,nov,126,2,-1,0,unknown,no
56,admin.,divorced,secondary,no,279,yes,no,cellular,11,may,288,2,-1,0,unknown,no
48,retired,married,primary,yes,-285,no,yes,cellular,19,nov,157,1,-1,0,unknown,no
31,entrepreneur,married,tertiary,no,281,yes,no,unknown,6,may,206,2,-1,0,unknown,no
60,retired,divorced,secondary,no,2479,yes,yes,unknown,15,may,157,1,-1,0,unknown,no
38,blue-collar,single,primary,no,127,yes,no,cellular,28,jan,70,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,498,no,no,cellular,12,aug,338,2,104,1,success,yes
34,admin.,single,secondary,no,3160,no,no,cellular,15,may,22,8,331,13,failure,no
34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,yes
33,services,married,secondary,no,227,yes,yes,cellular,13,aug,477,2,-1,0,unknown,yes
28,self-employed,single,tertiary,no,805,no,no,cellular,12,nov,116,5,170,2,failure,no
30,management,married,secondary,no,-397,yes,no,unknown,27,may,141,3,-1,0,unknown,no
53,services,divorced,primary,no,778,yes,no,cellular,17,apr,221,2,-1,0,unknown,no
32,unemployed,married,tertiary,no,1364,no,no,cellular,11,aug,104,4,-1,0,unknown,no
28,admin.,single,secondary,no,-36,yes,no,cellular,18,may,379,1,-1,0,unknown,no
42,admin.,single,secondary,no,-149,yes,yes,cellular,8,may,33,1,-1,0,unknown,no
32,self-employed,single,secondary,no,123,yes,no,unknown,9,may,278,1,-1,0,unknown,no
58,unemployed,divorced,secondary,no,7798,no,no,unknown,18,jun,247,5,-1,0,unknown,no
32,admin.,single,secondary,no,1630,yes,no,cellular,30,jan,122,1,-1,0,unknown,no
38,technician,married,primary,no,-1038,no,yes,cellular,23,jul,222,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,1599,yes,no,cellular,12,may,59,3,-1,0,unknown,no
35,services,single,secondary,no,7242,no,no,telephone,20,nov,215,3,-1,0,unknown,no
37,blue-collar,married,primary,no,7,no,no,unknown,6,jun,176,1,-1,0,unknown,no
47,admin.,married,secondary,no,2,no,no,cellular,10,jul,89,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,3549,yes,no,cellular,15,may,7,5,-1,0,unknown,no
58,retired,married,primary,no,741,no,no,unknown,20,jun,81,2,-1,0,unknown,no
45,entrepreneur,married,secondary,no,128,no,yes,cellular,18,nov,275,2,-1,0,unknown,no
52,management,married,tertiary,no,23552,yes,no,cellular,12,may,507,1,-1,0,unknown,no
59,management,married,tertiary,no,1308,no,no,cellular,30,jul,183,4,-1,0,unknown,no
48,admin.,divorced,secondary,no,2662,no,no,unknown,6,jun,298,2,-1,0,unknown,no
29,admin.,married,secondary,no,445,yes,no,unknown,28,may,489,2,-1,0,unknown,no
41,admin.,divorced,tertiary,no,-298,yes,no,cellular,5,may,397,1,-1,0,unknown,no
56,services,married,secondary,no,750,no,yes,cellular,11,aug,92,3,-1,0,unknown,no
38,technician,married,secondary,no,257,no,no,cellular,26,aug,57,10,-1,0,unknown,no
35,blue-collar,single,primary,no,246,no,no,cellular,14,may,157,2,345,5,failure,no
37,management,single,tertiary,no,230,yes,yes,unknown,6,may,374,1,-1,0,unknown,no
48,technician,married,secondary,no,1600,no,no,cellular,5,aug,117,1,-1,0,unknown,no
26,student,single,tertiary,no,255,no,no,cellular,26,may,264,2,-1,0,unknown,no
41,housemaid,single,secondary,no,231,no,no,cellular,9,jul,76,2,-1,0,unknown,no
57,management,married,tertiary,no,334,yes,no,cellular,15,may,169,2,365,2,failure,no
44,technician,married,secondary,no,1319,no,no,cellular,4,jun,77,2,-1,0,unknown,no
37,management,divorced,tertiary,no,42,yes,no,unknown,7,may,564,3,-1,0,unknown,no
52,admin.,married,secondary,no,2851,no,yes,telephone,2,feb,35,1,-1,0,unknown,no
58,blue-collar,married,primary,no,3501,yes,no,unknown,15,may,544,3,-1,0,unknown,no
47,blue-collar,married,unknown,no,61,yes,no,unknown,30,may,212,4,-1,0,unknown,no
48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes
30,technician,single,secondary,no,963,yes,no,cellular,18,may,66,1,-1,0,unknown,no
46,student,single,unknown,no,1527,no,no,cellular,8,sep,358,3,184,1,success,yes
59,management,married,secondary,no,966,no,no,telephone,21,jul,50,4,-1,0,unknown,no
45,technician,married,secondary,no,4466,yes,no,unknown,3,jun,110,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,99,yes,no,cellular,29,jan,653,3,-1,0,unknown,no
60,retired,divorced,tertiary,no,-134,no,no,cellular,12,may,243,1,271,4,failure,no
38,admin.,married,secondary,no,1949,yes,no,cellular,15,may,157,3,-1,0,unknown,no
39,blue-collar,married,primary,no,830,yes,no,unknown,8,may,246,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,211,yes,no,unknown,5,may,216,4,-1,0,unknown,no
41,technician,married,unknown,no,30,yes,no,cellular,10,jul,151,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,0,yes,no,cellular,13,may,44,9,-1,0,unknown,no
56,blue-collar,married,secondary,no,317,no,no,cellular,7,aug,112,7,-1,0,unknown,no
49,management,married,tertiary,no,1304,yes,no,unknown,27,may,144,1,-1,0,unknown,no
40,blue-collar,married,primary,no,743,no,no,unknown,5,jun,18,2,-1,0,unknown,no
36,blue-collar,married,unknown,no,1023,yes,no,cellular,4,feb,184,2,-1,0,unknown,no
20,student,single,secondary,no,215,no,no,cellular,24,feb,175,1,92,6,success,yes
43,blue-collar,married,secondary,no,3311,yes,no,telephone,20,nov,105,2,184,3,other,no
38,management,divorced,unknown,no,0,yes,no,cellular,18,nov,96,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,1087,yes,no,unknown,19,may,100,2,-1,0,unknown,no
52,admin.,married,secondary,no,1113,no,yes,cellular,8,jul,83,1,-1,0,unknown,no
45,technician,divorced,tertiary,no,917,no,no,cellular,27,aug,144,8,-1,0,unknown,no
32,blue-collar,married,secondary,no,-205,yes,no,unknown,7,may,388,1,-1,0,unknown,no
58,blue-collar,married,primary,no,226,yes,yes,cellular,10,may,135,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,3144,yes,no,unknown,23,may,348,2,-1,0,unknown,no
26,unknown,divorced,secondary,no,-295,yes,no,cellular,7,may,556,1,-1,0,unknown,no
33,technician,married,tertiary,no,67,yes,no,cellular,16,apr,137,2,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,telephone,4,may,33,7,-1,0,unknown,no
42,unemployed,married,primary,yes,-581,yes,no,cellular,13,may,224,1,370,2,failure,no
32,entrepreneur,single,tertiary,no,1,yes,yes,unknown,16,may,411,2,-1,0,unknown,no
28,technician,single,tertiary,no,1628,yes,no,cellular,25,jul,1422,2,-1,0,unknown,yes
37,technician,single,secondary,no,435,yes,no,unknown,26,may,210,1,-1,0,unknown,no
29,blue-collar,single,tertiary,no,11310,yes,no,cellular,30,jul,436,3,-1,0,unknown,no
50,management,married,tertiary,no,101,yes,no,unknown,15,may,348,1,-1,0,unknown,no
28,student,single,secondary,no,231,yes,no,cellular,8,may,55,1,-1,0,unknown,no
52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,-1,0,unknown,no
42,technician,divorced,secondary,no,-106,yes,no,unknown,29,may,95,1,-1,0,unknown,no
30,technician,married,secondary,no,274,yes,yes,cellular,11,aug,97,2,-1,0,unknown,no
36,services,married,secondary,no,0,yes,no,cellular,6,may,456,3,-1,0,unknown,no
41,blue-collar,married,primary,no,33,yes,yes,cellular,30,jul,125,5,-1,0,unknown,no
59,management,married,tertiary,no,1069,no,no,cellular,29,jul,85,2,-1,0,unknown,no
40,student,married,secondary,no,260,no,no,unknown,20,jun,197,6,-1,0,unknown,no
42,management,married,tertiary,no,0,no,no,cellular,6,aug,81,3,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,-124,yes,no,unknown,15,may,374,5,-1,0,unknown,no
47,management,married,tertiary,no,0,yes,no,cellular,4,sep,65,3,-1,0,unknown,no
49,self-employed,married,secondary,no,289,yes,no,cellular,2,feb,243,1,-1,0,unknown,no
36,entrepreneur,married,secondary,no,134,no,no,unknown,20,may,98,1,-1,0,unknown,no
40,technician,single,secondary,no,374,yes,yes,cellular,11,may,274,1,-1,0,unknown,no
29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
57,admin.,married,secondary,no,340,no,yes,cellular,31,jul,167,2,-1,0,unknown,no
41,management,single,tertiary,no,0,yes,no,cellular,23,jul,122,5,-1,0,unknown,no
53,blue-collar,married,unknown,no,111,no,no,unknown,20,jun,39,3,-1,0,unknown,no
32,services,married,secondary,no,1066,yes,no,cellular,5,feb,150,1,262,9,failure,no
32,management,married,tertiary,no,1667,yes,no,unknown,23,may,345,3,-1,0,unknown,no
47,technician,married,secondary,no,93,no,yes,cellular,18,nov,194,1,-1,0,unknown,no
33,admin.,single,secondary,no,2717,yes,no,cellular,18,may,185,1,-1,0,unknown,no
39,blue-collar,married,primary,no,2615,yes,no,unknown,3,jun,88,6,-1,0,unknown,no
38,entrepreneur,married,primary,no,350,yes,no,cellular,8,may,75,1,-1,0,unknown,no
42,entrepreneur,married,secondary,no,707,no,no,cellular,1,jun,233,1,348,1,success,no
43,retired,single,primary,no,140,no,yes,telephone,9,jul,52,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,-3,yes,no,unknown,9,may,92,2,-1,0,unknown,no
32,management,married,tertiary,no,3107,yes,yes,cellular,25,jul,310,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,195,2,-1,0,unknown,no
30,management,single,tertiary,no,3773,yes,no,cellular,9,feb,75,4,258,1,failure,no
35,housemaid,single,secondary,no,1015,yes,no,unknown,5,jun,406,2,-1,0,unknown,yes
39,services,single,secondary,no,126,yes,no,unknown,9,may,211,2,-1,0,unknown,no
37,management,single,tertiary,no,688,no,no,cellular,18,aug,95,3,174,5,failure,no
37,technician,divorced,secondary,no,79,no,no,cellular,21,jul,191,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,535,yes,no,cellular,8,may,121,1,343,3,failure,no
55,blue-collar,married,secondary,no,5443,no,yes,cellular,5,aug,264,2,-1,0,unknown,no
43,admin.,married,secondary,no,25741,yes,no,unknown,30,may,464,2,-1,0,unknown,no
56,technician,married,primary,no,314,yes,yes,cellular,30,jan,108,2,2,5,other,no
