Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
21656,129454,Female,Loyal Customer,34,Personal Travel,Eco,414,2,2,2,4,1,2,1,1,2,4,4,3,4,1,1,0.0,neutral or dissatisfied
19993,104204,Male,disloyal Customer,24,Business travel,Business,680,5,0,5,3,3,5,3,3,4,4,4,3,5,3,3,0.0,satisfied
1608,89648,Male,disloyal Customer,19,Business travel,Eco,1096,3,3,3,3,3,4,4,2,1,3,4,4,2,4,132,102.0,neutral or dissatisfied
8969,51873,Male,disloyal Customer,25,Business travel,Eco,771,3,3,3,2,2,3,1,2,5,2,2,5,4,2,0,0.0,neutral or dissatisfied
16992,68389,Female,Loyal Customer,28,Business travel,Business,1045,2,2,2,2,5,5,5,5,3,3,5,3,5,5,0,0.0,satisfied
4833,122165,Male,Loyal Customer,55,Business travel,Business,544,4,4,4,4,2,4,5,5,5,4,5,5,5,4,42,39.0,satisfied
13978,92288,Male,Loyal Customer,41,Business travel,Business,1814,3,3,3,3,3,3,4,3,3,3,3,3,3,5,63,34.0,satisfied
5881,95788,Male,Loyal Customer,28,Personal Travel,Eco,181,2,4,2,5,3,2,4,3,5,3,4,3,1,3,16,16.0,neutral or dissatisfied
10437,88580,Male,Loyal Customer,29,Personal Travel,Eco,223,2,5,2,5,1,2,1,1,3,3,5,4,4,1,26,31.0,neutral or dissatisfied
5966,87119,Male,Loyal Customer,62,Personal Travel,Eco,594,4,2,4,3,4,4,4,4,4,1,3,1,4,4,105,92.0,neutral or dissatisfied
11179,110725,Male,Loyal Customer,45,Business travel,Business,2803,5,5,5,5,3,5,4,4,4,4,4,5,4,5,13,6.0,satisfied
4564,81361,Female,disloyal Customer,10,Business travel,Eco,1299,4,4,4,4,5,4,5,5,3,3,4,5,5,5,0,0.0,satisfied
24090,108000,Male,Loyal Customer,37,Personal Travel,Eco,271,1,3,1,4,2,1,2,2,1,4,5,3,1,2,0,0.0,neutral or dissatisfied
21900,44386,Female,Loyal Customer,61,Personal Travel,Business,342,4,4,4,4,2,5,5,3,3,4,3,5,3,3,0,0.0,satisfied
5449,13302,Female,Loyal Customer,49,Personal Travel,Eco Plus,657,1,5,1,3,2,4,4,2,2,1,2,3,2,2,0,0.0,neutral or dissatisfied
4313,120049,Male,disloyal Customer,22,Business travel,Business,356,4,0,3,5,5,3,5,5,5,4,5,4,4,5,0,2.0,satisfied
16650,40012,Male,Loyal Customer,44,Business travel,Business,2859,4,4,4,4,1,5,5,3,3,5,3,3,3,4,0,0.0,satisfied
23510,51349,Male,Loyal Customer,41,Business travel,Eco Plus,109,1,2,2,2,1,1,1,1,3,1,4,3,3,1,1,0.0,neutral or dissatisfied
3805,77487,Male,disloyal Customer,23,Business travel,Business,1195,5,0,5,1,4,5,4,4,3,4,4,3,5,4,19,93.0,satisfied
22463,75019,Female,Loyal Customer,53,Business travel,Business,236,5,2,2,2,2,3,3,5,5,4,5,4,5,3,1,9.0,neutral or dissatisfied
2561,20134,Male,Loyal Customer,25,Personal Travel,Eco,416,3,3,3,4,3,3,3,3,1,1,3,1,3,3,34,16.0,neutral or dissatisfied
21219,17363,Male,Loyal Customer,55,Personal Travel,Eco,563,2,2,2,4,4,2,4,4,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
313,97639,Female,Loyal Customer,48,Business travel,Business,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68.0,satisfied
9659,66192,Female,Loyal Customer,60,Business travel,Business,3622,5,1,5,5,3,5,4,4,4,4,4,4,4,5,90,104.0,satisfied
3092,21566,Male,disloyal Customer,38,Business travel,Eco Plus,433,3,3,3,4,4,3,3,4,2,5,4,2,1,4,0,0.0,neutral or dissatisfied
25574,16776,Male,Loyal Customer,63,Personal Travel,Eco,569,4,5,4,4,4,4,4,3,4,4,5,4,3,4,332,311.0,satisfied
9802,96542,Male,Loyal Customer,14,Personal Travel,Eco,302,1,5,1,1,5,1,4,5,5,2,4,3,5,5,0,0.0,neutral or dissatisfied
5933,115761,Male,Loyal Customer,47,Business travel,Eco,325,1,4,4,4,1,1,1,1,1,2,3,2,3,1,1,0.0,neutral or dissatisfied
22935,29552,Male,Loyal Customer,33,Business travel,Business,1448,5,5,4,5,3,5,3,3,4,2,1,1,3,3,0,0.0,satisfied
20816,35148,Male,Loyal Customer,35,Business travel,Eco,1035,5,5,4,4,5,5,5,5,2,1,5,5,5,5,20,9.0,satisfied
12510,96089,Female,Loyal Customer,28,Personal Travel,Eco,1090,4,4,4,2,1,4,1,1,4,1,4,1,2,1,26,18.0,neutral or dissatisfied
3831,115220,Female,Loyal Customer,48,Business travel,Business,296,1,1,3,1,4,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
14516,57549,Male,Loyal Customer,30,Personal Travel,Eco Plus,413,2,5,2,2,4,2,3,4,4,3,4,4,4,4,0,11.0,neutral or dissatisfied
21414,9994,Female,Loyal Customer,11,Personal Travel,Eco,508,2,5,2,5,3,2,3,3,4,4,4,5,4,3,0,4.0,neutral or dissatisfied
2787,100942,Male,Loyal Customer,42,Business travel,Business,1204,2,2,2,2,2,4,4,4,4,4,4,5,4,3,2,0.0,satisfied
5789,8715,Female,Loyal Customer,23,Personal Travel,Eco,227,2,4,0,3,1,0,1,1,4,2,4,4,4,1,9,16.0,neutral or dissatisfied
4168,30172,Female,Loyal Customer,49,Personal Travel,Eco,548,4,1,4,3,3,3,3,2,2,4,2,4,2,2,0,0.0,neutral or dissatisfied
25003,31228,Female,Loyal Customer,9,Personal Travel,Eco Plus,628,1,2,1,4,4,1,5,4,2,4,4,4,3,4,30,42.0,neutral or dissatisfied
15238,68323,Male,disloyal Customer,43,Business travel,Eco,881,2,2,2,4,5,2,5,5,1,1,4,4,3,5,0,0.0,neutral or dissatisfied
12268,21139,Male,Loyal Customer,26,Personal Travel,Eco,106,1,3,1,3,4,1,4,4,4,5,4,4,4,4,0,0.0,neutral or dissatisfied
6393,43023,Female,Loyal Customer,71,Business travel,Eco,192,1,0,0,2,3,2,1,1,1,1,1,2,1,1,0,0.0,neutral or dissatisfied
309,99020,Male,Loyal Customer,56,Business travel,Business,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21.0,satisfied
3880,7957,Female,Loyal Customer,25,Business travel,Business,2721,2,2,2,2,3,4,3,3,3,2,4,3,4,3,0,0.0,satisfied
17430,123171,Male,Loyal Customer,38,Business travel,Eco,250,4,4,4,4,4,4,4,4,3,3,2,5,1,4,0,0.0,satisfied
25840,74009,Male,disloyal Customer,20,Business travel,Eco,938,3,3,3,3,2,3,2,2,4,5,3,3,3,2,4,11.0,neutral or dissatisfied
4229,29357,Female,Loyal Customer,54,Business travel,Eco,2409,5,4,4,4,5,5,4,5,5,5,5,4,5,5,23,21.0,satisfied
20779,47251,Male,Loyal Customer,39,Business travel,Business,588,1,1,1,1,5,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
22258,110236,Male,disloyal Customer,18,Business travel,Eco,1147,3,3,3,4,3,3,3,3,4,3,4,1,4,3,0,21.0,neutral or dissatisfied
15714,32750,Female,Loyal Customer,53,Business travel,Business,3235,4,4,4,4,4,2,2,5,5,5,3,2,5,3,0,2.0,satisfied
5650,91590,Male,Loyal Customer,60,Business travel,Business,3737,3,3,3,3,5,5,4,4,4,4,4,3,4,4,12,1.0,satisfied
13672,20369,Male,Loyal Customer,32,Personal Travel,Eco,265,2,4,2,4,5,2,5,5,2,1,4,2,2,5,42,35.0,neutral or dissatisfied
21029,102957,Female,Loyal Customer,18,Personal Travel,Eco,719,3,4,3,3,4,3,1,4,5,5,4,4,5,4,0,0.0,neutral or dissatisfied
7620,35443,Male,Loyal Customer,50,Personal Travel,Eco,1028,5,5,5,4,5,5,5,5,5,2,5,3,5,5,16,0.0,satisfied
15353,109910,Female,Loyal Customer,56,Business travel,Business,652,2,1,4,4,3,4,3,2,2,2,2,4,2,3,65,49.0,neutral or dissatisfied
950,115026,Male,Loyal Customer,27,Business travel,Business,358,1,1,3,1,5,5,5,5,5,4,4,3,4,5,0,0.0,satisfied
131,73813,Male,Loyal Customer,15,Personal Travel,Eco Plus,192,2,4,2,3,5,2,5,5,5,4,5,5,5,5,5,8.0,neutral or dissatisfied
21955,76698,Female,Loyal Customer,56,Personal Travel,Eco,547,2,0,3,2,2,3,4,5,5,3,5,4,5,3,0,0.0,neutral or dissatisfied
17308,111316,Female,Loyal Customer,58,Business travel,Business,3520,2,2,2,2,4,5,5,5,5,5,5,3,5,4,0,0.0,satisfied
7820,42682,Male,Loyal Customer,58,Business travel,Eco,516,3,2,2,2,3,3,3,3,3,1,4,2,2,3,0,0.0,satisfied
11079,97287,Female,Loyal Customer,49,Business travel,Business,347,1,1,1,1,5,4,4,4,4,4,4,4,4,3,1,0.0,satisfied
10767,29548,Male,Loyal Customer,38,Business travel,Business,1448,3,3,3,3,1,3,1,4,4,4,4,4,4,5,0,22.0,satisfied
25515,79855,Female,Loyal Customer,37,Business travel,Business,3718,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
3667,111355,Female,Loyal Customer,28,Personal Travel,Eco,777,3,5,3,4,2,3,1,2,3,3,5,5,5,2,0,0.0,neutral or dissatisfied
11421,51991,Female,Loyal Customer,64,Personal Travel,Eco Plus,347,4,3,4,4,3,2,3,3,3,4,3,3,3,5,0,0.0,neutral or dissatisfied
4996,46605,Male,disloyal Customer,21,Business travel,Eco,125,4,0,4,4,5,4,5,5,3,4,4,1,1,5,58,60.0,satisfied
25645,66878,Female,Loyal Customer,59,Business travel,Business,1102,3,3,3,3,4,4,5,5,5,5,5,3,5,4,0,0.0,satisfied
1687,56358,Male,Loyal Customer,37,Personal Travel,Eco,200,2,4,0,4,4,0,4,4,1,2,5,1,5,4,60,59.0,neutral or dissatisfied
13748,24769,Female,Loyal Customer,57,Business travel,Eco,432,4,2,2,2,1,2,2,4,4,4,4,3,4,3,0,0.0,satisfied
9863,129739,Female,Loyal Customer,72,Business travel,Business,2943,0,0,0,1,5,4,5,2,2,2,2,5,2,4,0,0.0,satisfied
24427,29682,Female,disloyal Customer,22,Business travel,Eco,1448,3,3,3,4,1,3,1,1,2,3,4,1,4,1,0,0.0,neutral or dissatisfied
1494,120914,Male,Loyal Customer,59,Business travel,Business,2352,2,2,2,2,3,4,5,4,4,5,4,5,4,5,21,21.0,satisfied
8477,105242,Female,Loyal Customer,40,Personal Travel,Eco,377,3,5,3,4,3,3,1,3,5,5,4,4,4,3,4,0.0,neutral or dissatisfied
11529,1062,Male,Loyal Customer,69,Personal Travel,Eco,164,5,2,5,3,4,5,4,4,1,1,4,1,4,4,0,0.0,satisfied
24036,29885,Male,Loyal Customer,36,Business travel,Business,95,1,1,1,1,4,2,1,4,4,4,4,2,4,4,0,0.0,satisfied
21574,36294,Female,Loyal Customer,44,Business travel,Business,2263,4,4,4,4,5,4,2,4,4,4,5,2,4,3,0,0.0,satisfied
461,104661,Male,Loyal Customer,52,Business travel,Business,1778,4,4,4,4,2,5,4,3,3,3,3,5,3,5,4,7.0,satisfied
5750,67023,Female,Loyal Customer,56,Business travel,Business,2148,4,4,5,4,2,5,5,3,3,4,3,5,3,5,0,0.0,satisfied
10367,54503,Female,disloyal Customer,52,Business travel,Eco,802,2,2,2,3,5,2,5,5,3,1,5,3,1,5,0,0.0,neutral or dissatisfied
15308,63528,Male,Loyal Customer,56,Business travel,Business,3041,4,4,4,4,2,4,5,4,4,4,4,4,4,4,7,3.0,satisfied
8904,129,Male,Loyal Customer,67,Personal Travel,Eco,562,4,2,4,4,2,4,2,2,4,3,4,1,3,2,0,0.0,neutral or dissatisfied
7344,66069,Male,Loyal Customer,60,Personal Travel,Eco,1055,2,4,2,1,1,2,1,1,3,5,4,3,4,1,0,2.0,neutral or dissatisfied
1193,113570,Female,Loyal Customer,32,Business travel,Business,3699,5,5,5,5,3,4,4,3,4,3,5,3,5,3,1,0.0,satisfied
11751,91377,Male,Loyal Customer,80,Business travel,Eco Plus,406,3,5,5,5,3,3,3,3,2,3,4,3,3,3,0,0.0,neutral or dissatisfied
7376,80302,Male,Loyal Customer,26,Business travel,Business,2870,3,3,3,3,3,3,3,3,3,2,3,1,4,3,27,29.0,neutral or dissatisfied
13578,41344,Female,Loyal Customer,68,Personal Travel,Eco Plus,689,1,3,1,4,3,1,5,3,3,1,3,3,3,2,7,0.0,neutral or dissatisfied
24254,69243,Male,Loyal Customer,39,Business travel,Business,3476,3,2,2,2,5,3,2,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
12605,43326,Female,disloyal Customer,34,Business travel,Eco,387,4,0,4,3,2,4,3,2,1,4,3,3,4,2,0,0.0,neutral or dissatisfied
16135,4191,Female,Loyal Customer,46,Business travel,Business,2477,3,3,3,3,2,5,4,4,4,4,4,4,4,5,0,0.0,satisfied
7510,95798,Male,Loyal Customer,14,Personal Travel,Eco Plus,419,3,1,3,1,1,3,1,1,1,5,2,3,2,1,10,0.0,neutral or dissatisfied
6371,66172,Male,Loyal Customer,52,Business travel,Business,550,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
197,125687,Female,Loyal Customer,45,Business travel,Business,759,2,2,2,2,2,2,1,2,2,2,2,3,2,4,23,94.0,neutral or dissatisfied
3136,55778,Female,Loyal Customer,9,Personal Travel,Eco,646,4,5,4,1,3,4,3,3,5,2,4,1,2,3,0,0.0,satisfied
15408,118041,Female,Loyal Customer,29,Business travel,Business,1262,3,3,3,3,4,4,4,4,4,4,5,5,4,4,0,0.0,satisfied
18685,60437,Male,Loyal Customer,30,Business travel,Business,862,4,4,4,4,3,3,3,3,4,3,4,4,5,3,0,0.0,satisfied
10903,23208,Female,Loyal Customer,51,Personal Travel,Eco,393,1,5,1,4,2,3,4,1,1,1,1,1,1,2,3,4.0,neutral or dissatisfied
25554,99096,Female,Loyal Customer,16,Business travel,Business,3201,3,3,3,3,2,2,3,2,2,4,3,1,4,2,0,0.0,neutral or dissatisfied
14793,1424,Male,Loyal Customer,59,Business travel,Business,3671,0,4,0,2,3,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
15860,96048,Male,disloyal Customer,11,Business travel,Business,1069,3,1,4,4,2,4,2,2,1,2,4,2,3,2,14,9.0,neutral or dissatisfied
21798,107427,Female,Loyal Customer,26,Personal Travel,Eco,468,1,5,1,2,2,1,2,2,4,2,5,5,5,2,21,7.0,neutral or dissatisfied
20905,85987,Male,Loyal Customer,59,Business travel,Business,447,1,1,1,1,5,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
5965,75,Female,disloyal Customer,23,Business travel,Eco,108,2,5,1,2,2,1,2,2,4,2,4,5,2,2,0,0.0,neutral or dissatisfied
11556,27168,Male,disloyal Customer,37,Business travel,Business,1177,3,3,3,3,3,5,5,4,4,4,4,5,2,5,0,0.0,neutral or dissatisfied
18003,66996,Male,Loyal Customer,47,Business travel,Business,1570,3,3,3,3,2,4,5,5,5,5,5,5,5,3,1,0.0,satisfied
19277,68094,Female,Loyal Customer,48,Business travel,Business,2948,3,2,2,2,4,4,3,3,3,3,3,4,3,2,31,38.0,neutral or dissatisfied
8674,35316,Male,disloyal Customer,14,Business travel,Eco,1028,3,3,3,4,5,3,1,5,1,2,4,2,4,5,70,71.0,neutral or dissatisfied
23395,97294,Male,disloyal Customer,32,Business travel,Business,872,2,2,2,4,3,2,3,3,5,2,5,3,5,3,9,16.0,neutral or dissatisfied
18174,42159,Male,Loyal Customer,18,Personal Travel,Business,834,2,5,2,3,4,2,4,4,5,2,1,1,1,4,127,120.0,neutral or dissatisfied
4910,73511,Female,Loyal Customer,43,Business travel,Eco Plus,1197,3,1,3,1,5,3,3,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
8439,74823,Male,Loyal Customer,30,Personal Travel,Eco Plus,1205,5,2,5,3,4,5,4,4,2,4,3,4,4,4,0,0.0,satisfied
11077,125050,Male,Loyal Customer,13,Personal Travel,Eco,2300,3,3,3,4,3,5,3,3,2,3,3,3,4,3,0,28.0,neutral or dissatisfied
1875,60497,Female,Loyal Customer,44,Business travel,Business,2441,2,2,2,2,2,5,1,5,5,5,5,1,5,3,13,0.0,satisfied
14151,34291,Female,disloyal Customer,21,Business travel,Eco,280,5,0,5,1,5,5,5,5,3,1,2,5,2,5,113,107.0,satisfied
3413,76709,Male,Loyal Customer,49,Personal Travel,Eco,357,3,1,3,3,4,3,5,4,4,5,2,3,2,4,0,0.0,neutral or dissatisfied
22064,6343,Male,Loyal Customer,55,Business travel,Business,296,1,1,1,1,5,4,5,5,5,5,5,3,5,4,16,6.0,satisfied
426,97959,Male,Loyal Customer,18,Personal Travel,Eco,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,71.0,satisfied
13486,91734,Male,Loyal Customer,63,Business travel,Business,588,3,1,2,1,2,1,1,3,3,3,3,4,3,3,12,6.0,neutral or dissatisfied
25710,127125,Male,Loyal Customer,22,Personal Travel,Eco,647,3,1,3,4,3,3,5,3,3,1,3,2,4,3,6,6.0,neutral or dissatisfied
18965,16017,Male,Loyal Customer,15,Personal Travel,Eco,722,3,2,3,4,5,3,5,5,2,1,4,4,4,5,51,79.0,neutral or dissatisfied
20090,85941,Female,Loyal Customer,53,Business travel,Business,3406,4,4,4,4,3,5,5,2,2,2,2,4,2,4,0,0.0,satisfied
10595,110685,Female,Loyal Customer,67,Personal Travel,Eco,945,4,2,4,3,1,2,2,4,4,4,4,4,4,4,0,2.0,satisfied
11131,21433,Female,Loyal Customer,67,Business travel,Business,377,4,3,3,3,4,3,4,4,4,3,4,4,4,2,0,0.0,neutral or dissatisfied
616,75321,Female,Loyal Customer,46,Business travel,Business,2556,2,2,2,2,5,5,5,3,5,3,4,5,3,5,4,10.0,satisfied
7161,18909,Female,Loyal Customer,49,Personal Travel,Eco,448,1,5,2,2,4,4,1,2,2,2,3,4,2,2,64,60.0,neutral or dissatisfied
11912,108754,Female,Loyal Customer,29,Business travel,Business,3871,1,1,1,1,5,5,5,5,3,3,4,5,4,5,46,63.0,satisfied
25091,74618,Male,Loyal Customer,43,Business travel,Eco,835,3,4,1,4,3,3,3,3,2,5,3,4,3,3,0,0.0,neutral or dissatisfied
25777,102551,Female,Loyal Customer,48,Personal Travel,Eco,197,2,5,2,4,2,2,3,3,3,2,3,1,3,5,6,12.0,neutral or dissatisfied
24496,95014,Female,Loyal Customer,35,Personal Travel,Eco,239,0,4,0,3,1,0,1,1,3,5,4,3,4,1,2,0.0,satisfied
4251,3036,Male,disloyal Customer,28,Business travel,Business,489,2,2,2,5,2,2,2,2,5,5,5,4,5,2,0,0.0,neutral or dissatisfied
7751,83104,Male,Loyal Customer,28,Personal Travel,Eco,1086,4,5,4,3,5,4,5,5,4,3,5,5,5,5,0,5.0,neutral or dissatisfied
3209,58721,Male,Loyal Customer,48,Business travel,Business,2807,2,2,2,2,3,4,3,2,2,2,2,2,2,4,31,16.0,neutral or dissatisfied
24802,92556,Female,Loyal Customer,46,Personal Travel,Eco,2092,2,0,2,3,2,5,5,5,5,2,5,3,5,5,4,0.0,neutral or dissatisfied
19585,16900,Male,Loyal Customer,36,Personal Travel,Eco,746,2,5,3,2,3,3,3,3,4,5,5,4,5,3,0,0.0,neutral or dissatisfied
24058,17119,Male,Loyal Customer,14,Personal Travel,Eco,821,3,2,3,4,5,3,5,5,4,3,3,2,4,5,2,0.0,neutral or dissatisfied
10144,126516,Female,Loyal Customer,45,Business travel,Eco,313,3,3,3,3,4,4,3,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
18878,15768,Female,Loyal Customer,45,Business travel,Eco,198,4,1,1,1,3,4,2,4,4,4,4,5,4,2,0,0.0,satisfied
1583,87267,Female,Loyal Customer,41,Business travel,Business,2347,5,5,5,5,5,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
18717,8008,Female,Loyal Customer,55,Business travel,Business,1660,0,5,0,1,2,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
3396,37710,Female,Loyal Customer,43,Personal Travel,Eco,972,1,5,1,3,5,4,4,2,2,1,2,5,2,4,3,0.0,neutral or dissatisfied
5407,27932,Male,Loyal Customer,30,Business travel,Business,1770,4,4,4,4,2,2,2,2,2,2,4,3,3,2,0,0.0,satisfied
1837,53208,Female,disloyal Customer,22,Business travel,Eco,589,4,3,4,2,5,4,5,5,4,2,5,4,1,5,0,0.0,neutral or dissatisfied
3004,54013,Male,disloyal Customer,26,Business travel,Business,1091,2,2,2,3,4,2,4,4,5,5,3,2,4,4,0,0.0,neutral or dissatisfied
1818,8286,Female,Loyal Customer,38,Personal Travel,Eco,125,2,2,2,3,5,2,5,5,1,4,3,3,3,5,0,0.0,neutral or dissatisfied
23920,113592,Male,Loyal Customer,32,Business travel,Eco,258,5,5,5,5,5,4,5,5,4,1,1,4,5,5,0,2.0,satisfied
9893,53893,Female,disloyal Customer,69,Personal Travel,Eco,191,3,4,3,4,4,3,4,4,4,3,5,5,4,4,0,0.0,neutral or dissatisfied
7328,68635,Female,disloyal Customer,59,Business travel,Business,237,4,4,4,3,3,4,2,3,4,4,4,3,5,3,0,0.0,satisfied
17068,2748,Male,Loyal Customer,59,Business travel,Business,3778,2,2,2,2,4,5,5,5,5,4,5,4,5,4,0,0.0,satisfied
91,20461,Female,disloyal Customer,42,Business travel,Eco,84,3,5,3,1,5,3,5,5,5,5,3,5,4,5,0,34.0,neutral or dissatisfied
2570,127741,Female,Loyal Customer,45,Business travel,Business,3784,2,4,4,4,5,4,4,2,2,2,2,4,2,2,0,8.0,neutral or dissatisfied
25093,6704,Female,Loyal Customer,53,Personal Travel,Eco,438,3,3,3,4,3,3,4,4,4,3,3,3,4,1,0,2.0,neutral or dissatisfied
4642,15480,Male,Loyal Customer,29,Personal Travel,Eco,377,0,4,0,2,4,0,4,4,4,2,5,4,5,4,0,0.0,satisfied
19695,10089,Male,Loyal Customer,13,Personal Travel,Eco Plus,266,4,0,4,1,2,4,2,2,4,3,5,5,4,2,41,46.0,neutral or dissatisfied
4701,72431,Female,disloyal Customer,27,Business travel,Business,1121,2,1,1,1,3,1,3,3,5,5,5,4,4,3,1,0.0,neutral or dissatisfied
12434,92625,Female,Loyal Customer,44,Business travel,Business,2531,2,2,2,2,2,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
9104,114693,Male,disloyal Customer,26,Business travel,Business,373,5,0,5,2,2,5,2,2,4,5,5,3,5,2,48,48.0,satisfied
16053,13746,Male,disloyal Customer,44,Business travel,Eco,441,2,0,2,4,2,1,1,5,1,3,5,1,4,1,247,237.0,neutral or dissatisfied
11212,115702,Female,disloyal Customer,33,Business travel,Eco,372,1,4,1,4,1,1,1,1,3,2,4,2,3,1,4,0.0,neutral or dissatisfied
9806,109619,Female,Loyal Customer,44,Business travel,Business,3881,2,2,2,2,4,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
24565,95250,Male,Loyal Customer,67,Personal Travel,Eco,277,3,0,3,2,1,3,1,1,4,5,5,5,4,1,18,12.0,neutral or dissatisfied
11011,29730,Female,Loyal Customer,35,Personal Travel,Eco Plus,2777,2,4,2,3,2,5,5,4,4,4,4,5,4,5,0,0.0,neutral or dissatisfied
1592,111617,Female,Loyal Customer,42,Business travel,Eco,1014,3,3,3,3,3,2,1,3,3,3,3,4,3,4,43,24.0,neutral or dissatisfied
21134,16180,Female,disloyal Customer,21,Business travel,Eco,277,2,0,2,5,5,2,5,5,2,2,1,5,5,5,0,0.0,neutral or dissatisfied
4540,6161,Male,Loyal Customer,66,Business travel,Eco,409,4,1,1,1,4,4,4,4,1,2,3,3,3,4,0,0.0,neutral or dissatisfied
4668,52839,Male,Loyal Customer,32,Business travel,Business,1721,5,5,5,5,5,5,5,5,1,3,5,3,4,5,0,0.0,satisfied
19063,28104,Female,disloyal Customer,27,Business travel,Eco,550,3,0,3,5,1,3,1,1,3,4,1,2,3,1,0,0.0,neutral or dissatisfied
3809,69710,Female,Loyal Customer,10,Business travel,Business,1372,4,4,4,4,4,4,4,4,3,5,3,4,4,4,0,0.0,neutral or dissatisfied
9951,48469,Male,Loyal Customer,48,Business travel,Business,3495,2,2,3,2,5,1,3,5,5,5,5,3,5,5,0,0.0,satisfied
8669,71421,Female,disloyal Customer,40,Business travel,Business,867,2,2,2,3,4,2,4,4,1,2,3,3,3,4,0,0.0,neutral or dissatisfied
18314,90118,Male,Loyal Customer,40,Business travel,Business,1127,2,5,5,5,4,4,4,2,2,2,2,4,2,3,41,65.0,neutral or dissatisfied
20140,72295,Female,Loyal Customer,11,Personal Travel,Eco,919,1,5,1,3,2,1,2,2,5,5,5,5,5,2,23,18.0,neutral or dissatisfied
11338,25486,Male,Loyal Customer,56,Business travel,Eco,547,4,3,4,4,4,4,4,4,4,3,3,4,1,4,67,53.0,satisfied
16954,41946,Female,Loyal Customer,50,Business travel,Business,125,4,4,4,4,4,4,4,5,5,5,4,4,5,3,0,0.0,satisfied
2350,102549,Female,Loyal Customer,23,Personal Travel,Eco,386,4,4,2,2,5,2,5,5,4,4,4,5,5,5,0,1.0,neutral or dissatisfied
21723,115152,Female,Loyal Customer,39,Business travel,Business,2384,2,2,3,2,4,5,4,5,5,5,5,3,5,4,0,1.0,satisfied
13768,43660,Male,Loyal Customer,25,Business travel,Business,700,2,2,2,2,2,2,2,2,3,5,3,1,3,2,71,61.0,neutral or dissatisfied
7016,104102,Male,disloyal Customer,39,Business travel,Eco,297,3,0,4,3,4,4,4,4,2,1,4,4,4,4,0,0.0,neutral or dissatisfied
22883,105645,Female,Loyal Customer,42,Business travel,Business,3282,4,4,5,4,3,4,4,2,2,3,2,4,2,3,0,0.0,satisfied
18659,41900,Female,Loyal Customer,33,Business travel,Business,129,1,1,1,1,3,5,2,4,4,4,5,4,4,3,0,0.0,satisfied
2273,62607,Male,Loyal Customer,30,Personal Travel,Eco,1744,4,1,4,3,2,4,2,2,4,5,2,3,4,2,0,0.0,neutral or dissatisfied
23347,33324,Male,Loyal Customer,19,Business travel,Business,2462,4,4,4,4,4,4,4,4,1,4,5,2,3,4,0,0.0,satisfied
8895,44209,Female,Loyal Customer,54,Personal Travel,Eco Plus,157,3,4,3,4,3,4,5,2,2,3,2,3,2,4,42,40.0,neutral or dissatisfied
17020,53209,Male,Loyal Customer,53,Business travel,Eco,612,3,1,1,1,2,3,2,2,4,2,4,1,4,2,0,0.0,neutral or dissatisfied
8528,53294,Female,Loyal Customer,33,Business travel,Business,758,1,3,3,3,5,3,3,1,1,1,1,1,1,2,0,1.0,neutral or dissatisfied
25011,89125,Male,Loyal Customer,22,Business travel,Eco,1947,2,2,2,2,2,2,4,2,3,1,2,1,3,2,5,4.0,neutral or dissatisfied
13137,46120,Male,Loyal Customer,22,Business travel,Business,1737,3,3,3,3,5,5,5,5,3,2,1,3,4,5,0,0.0,satisfied
4700,22772,Female,Loyal Customer,33,Business travel,Eco,134,4,1,4,1,4,4,4,4,1,5,2,2,4,4,0,14.0,satisfied
16640,17685,Male,Loyal Customer,42,Business travel,Eco Plus,1039,5,4,4,4,5,5,5,5,4,5,5,3,1,5,17,16.0,satisfied
1537,104588,Male,Loyal Customer,67,Business travel,Business,369,2,2,2,2,1,4,3,5,5,5,5,2,5,2,0,0.0,satisfied
6040,28877,Female,Loyal Customer,48,Business travel,Business,956,4,4,4,4,1,2,3,5,5,5,5,4,5,4,7,0.0,satisfied
4399,116017,Female,Loyal Customer,65,Personal Travel,Eco,417,2,2,2,1,3,1,2,5,5,2,5,4,5,3,0,0.0,neutral or dissatisfied
